timestamp,rpm,temperature,vibration
7656,713.6,87.48,3.41
7657,700.83,84.48,3.08
7658,689.74,85.53,3.63
7659,706.05,85.69,3.34
7660,695.27,86.23,3.01
7661,696.11,83.74,2.96
7662,702.85,86.26,3.42
7663,709.99,87.44,2.84
7664,715.26,85.32,3.59
7665,716.2,85.17,4.2
7666,691.8,85.75,3.0
7667,722.09,84.61,3.28
7668,665.56,84.93,3.83
7669,685.97,85.66,3.48
7670,713.01,86.57,3.22
7671,678.61,84.07,2.81
7672,710.81,84.85,3.47
7673,694.2,83.64,3.62
7674,701.59,81.97,3.54
7675,654.3,86.36,3.01
7676,692.47,85.45,3.02
7677,680.09,84.05,3.81
7678,699.59,84.83,3.42
7679,704.13,84.25,2.6
7680,680.59,85.35,2.88
7681,694.61,85.93,3.56
7682,692.31,85.8,3.2
7683,696.98,84.3,3.37
7684,676.19,83.75,4.47
7685,712.15,86.21,3.88
7686,702.66,83.76,3.17
7687,692.89,85.32,3.42
7688,679.03,84.76,3.78
7689,679.76,85.58,2.75
7690,695.78,84.55,2.72
7691,692.6,84.22,2.5
7692,728.53,85.64,4.38
7693,701.01,84.71,3.84
7694,698.9,86.83,4.29
7695,695.16,85.42,3.57
7696,705.0,86.45,3.83
7697,702.67,85.8,3.17
7698,695.46,84.46,4.02
7699,698.04,85.37,3.16
7700,688.41,86.26,3.55
7701,710.86,86.02,4.21
7702,704.77,85.09,4.13
7703,702.36,86.72,3.72
7704,748.69,84.2,4.13
7705,703.97,84.05,3.4
7706,704.37,87.26,3.41
7707,681.58,84.77,3.7
7708,720.39,84.78,2.68
7709,699.75,85.38,3.82
7710,707.16,85.73,3.33
7711,704.47,86.46,4.42
7712,713.4,85.34,3.47
7713,676.05,85.95,3.43
7714,723.64,84.8,3.48
7715,703.37,84.74,3.36
7716,712.69,84.34,2.71
7717,720.21,85.16,3.86
7718,695.91,84.82,3.51
7719,668.69,85.14,3.64
7720,707.33,85.67,3.62
7721,726.12,84.81,3.84
7722,693.98,87.27,3.39
7723,703.16,85.54,3.96
7724,684.37,85.89,3.33
7725,696.64,85.61,2.96
7726,716.85,86.19,3.43
7727,685.75,85.31,3.8
7728,657.18,86.93,3.88
7729,684.01,85.05,2.86
7730,704.52,84.71,3.07
7731,698.2,84.0,3.34
7732,670.63,86.18,3.56
7733,691.72,83.21,3.36
7734,695.77,85.7,3.57
7735,710.32,85.51,2.55
7736,683.56,84.56,2.87
7737,692.63,85.52,3.1
7738,716.88,86.69,2.85
7739,714.78,86.7,3.42
7740,691.46,84.86,2.91
7741,691.6,85.21,3.63
7742,692.5,86.54,4.48
7743,681.5,85.53,3.24
7744,684.03,86.4,3.93
7745,724.11,87.63,3.83
7746,694.61,85.15,3.96
7747,713.43,86.38,3.73
7748,686.53,85.82,3.05
7749,684.98,86.69,3.62
7750,714.95,86.64,3.65
7751,722.41,85.28,3.21
7752,721.53,88.28,3.57
7753,701.32,83.51,3.33
7754,678.84,84.94,2.87
7755,685.85,85.3,2.74
7756,679.59,88.05,3.85
7757,718.31,85.64,2.61
7758,680.1,85.38,3.73
7759,714.42,87.85,3.36
7760,709.16,83.97,4.03
7761,685.93,85.94,4.85
7762,697.5,85.07,4.09
7763,678.95,86.19,4.03
7764,708.4,85.27,2.88
7765,693.33,86.05,4.32
7766,695.72,86.5,3.72
7767,683.32,87.31,3.11
7768,690.26,85.61,3.67
7769,683.15,84.52,3.42
7770,688.26,86.04,3.75
7771,710.26,86.99,4.11
7772,689.68,86.21,2.56
7773,677.0,84.64,3.41
7774,721.73,84.65,3.72
7775,719.91,85.62,3.73
7776,715.79,85.01,3.21
7777,715.15,85.07,3.23
7778,697.07,85.8,3.67
7779,688.74,84.78,2.85
7780,689.9,86.49,3.12
7781,724.32,85.02,3.65
7782,718.63,84.85,4.97
7783,703.47,85.79,2.97
7784,691.45,84.62,2.9
7785,681.81,84.77,3.38
7786,701.63,85.72,3.68
7787,690.69,86.37,3.51
7788,698.57,85.43,2.89
7789,722.29,84.81,3.8
7790,697.49,85.89,3.41
7791,696.56,85.76,3.77
7792,709.71,86.99,3.39
7793,694.86,85.69,4.06
7794,714.91,84.93,3.87
7795,722.29,89.02,3.6
7796,715.2,86.56,3.3
7797,694.01,85.91,3.54
7798,709.37,86.56,4.43
7799,692.67,84.96,3.04
7800,702.78,84.12,3.87
7801,687.18,83.72,4.18
7802,694.05,84.93,3.32
7803,691.48,86.11,2.46
7804,688.67,86.37,3.43
7805,690.14,86.12,3.12
7806,719.57,85.66,3.01
7807,694.4,84.71,3.55
7808,703.98,85.31,3.21
7809,698.11,86.11,3.08
7810,717.7,87.92,3.4
7811,697.51,86.84,3.71
7812,695.38,85.85,4.33
7813,708.93,85.54,2.42
7814,685.13,85.61,4.08
7815,711.78,84.27,3.66
7816,687.25,85.18,3.38
7817,717.99,85.9,3.25
7818,689.13,84.14,2.77
7819,698.37,85.78,3.64
7820,698.55,86.88,3.37
7821,699.09,83.76,4.13
7822,709.11,87.23,3.23
7823,713.56,84.86,3.74
7824,705.52,86.59,3.15
7825,663.96,88.42,3.93
7826,685.76,83.28,3.63
7827,691.79,85.03,4.11
7828,686.6,86.29,2.95
7829,742.54,86.09,3.56
7830,699.23,85.35,3.84
7831,695.86,86.66,4.13
7832,692.52,86.02,3.23
7833,692.13,86.79,2.99
7834,704.16,84.51,3.54
7835,718.25,83.72,3.21
7836,702.73,87.63,3.3
7837,714.45,85.45,3.95
7838,674.84,86.81,3.87
7839,708.7,83.32,4.43
7840,719.37,84.04,3.31
7841,712.04,83.41,4.14
7842,718.76,87.46,3.09
7843,687.45,85.21,3.75
7844,725.27,83.03,3.19
7845,704.08,86.24,4.88
7846,696.04,84.75,3.68
7847,688.3,85.85,4.07
7848,708.43,85.42,3.48
7849,725.03,84.79,3.68
7850,715.88,84.42,3.44
7851,724.75,86.68,3.65
7852,706.16,86.4,3.3
7853,696.53,86.02,3.79
7854,731.21,84.24,3.42
7855,696.88,84.43,2.8
7856,719.79,84.65,3.68
7857,722.75,84.3,4.15
7858,698.16,87.57,3.2
7859,707.14,85.3,3.48
7860,680.19,83.09,4.52
7861,723.85,85.02,3.23
7862,721.64,83.93,2.72
7863,694.19,84.44,3.32
7864,697.76,84.35,3.09
7865,690.69,86.31,4.27
7866,706.25,84.89,4.31
7867,698.17,84.37,3.37
7868,698.49,84.95,3.28
7869,712.27,84.99,3.7
7870,693.59,86.52,3.73
7871,709.26,86.62,3.03
7872,713.2,86.05,4.35
7873,702.43,87.27,3.46
7874,682.62,86.38,4.36
7875,685.18,85.46,2.41
7876,657.41,83.43,4.52
7877,701.28,84.53,3.29
7878,697.33,84.58,2.3
7879,685.72,84.09,3.08
7880,674.21,85.59,3.42
7881,700.91,85.05,2.45
7882,679.56,85.07,4.08
7883,693.29,84.43,3.59
7884,708.74,84.84,3.82
7885,672.45,83.51,2.96
7886,706.84,86.96,2.88
7887,678.3,82.71,3.73
7888,687.51,86.42,3.08
7889,718.12,87.11,4.11
7890,708.5,85.44,3.92
7891,697.61,85.08,3.53
7892,715.72,84.8,3.68
7893,716.98,85.19,2.35
7894,719.99,84.28,2.99
7895,720.5,86.21,3.83
7896,675.03,87.28,3.4
7897,701.32,86.19,3.86
7898,714.89,86.58,3.27
7899,692.27,85.79,3.72
7900,702.65,84.76,3.85
7901,691.33,85.39,4.34
7902,693.16,85.86,3.84
7903,705.02,84.53,3.6
7904,726.72,85.26,3.65
7905,682.14,85.98,4.12
7906,728.86,86.21,3.19
7907,700.04,86.33,3.4
7908,700.42,85.52,3.56
7909,688.57,85.91,3.64
7910,673.48,84.95,3.52
7911,703.56,84.92,3.53
7912,674.78,85.12,3.17
7913,688.17,85.03,2.55
7914,713.99,84.85,3.49
7915,688.2,86.07,3.19
7916,712.64,86.88,3.44
7917,700.3,83.79,3.62
7918,712.35,85.83,3.62
7919,704.22,85.83,3.29
7920,711.1,86.45,3.38
7921,685.76,84.96,3.8
7922,745.48,84.25,3.73
7923,701.98,85.17,3.6
7924,710.07,86.98,3.44
7925,679.28,85.01,3.23
7926,718.03,84.91,3.49
7927,752.64,85.72,2.82
7928,703.22,85.87,3.04
7929,707.79,86.24,3.52
7930,696.76,86.11,3.27
7931,692.44,86.7,2.86
7932,707.78,87.38,3.27
7933,696.77,85.1,2.44
7934,704.69,85.15,3.33
7935,698.74,85.76,2.96
7936,681.8,85.73,3.26
7937,708.48,86.0,2.96
7938,693.36,85.03,2.47
7939,690.35,86.13,2.94
7940,697.9,84.67,5.05
7941,718.16,84.84,3.52
7942,696.57,86.97,3.94
7943,698.96,85.19,2.96
7944,696.39,84.71,3.82
7945,695.62,85.09,4.21
7946,714.62,86.45,4.04
7947,691.9,86.74,4.22
7948,698.18,85.31,4.27
7949,683.71,86.6,3.01
7950,713.3,85.2,3.79
7951,708.28,85.86,3.94
7952,713.17,86.97,3.2
7953,701.7,84.89,2.78
7954,700.68,86.64,3.89
7955,714.16,86.93,3.89
7956,695.89,85.36,3.92
7957,702.05,85.54,4.26
7958,681.31,85.21,3.81
7959,714.59,86.41,3.27
7960,712.11,86.44,3.91
7961,683.64,85.32,3.41
7962,710.86,86.07,3.71
7963,679.33,85.51,3.82
7964,704.11,84.45,2.99
7965,695.32,85.7,3.45
7966,700.06,85.76,3.44
7967,669.36,85.33,2.92
7968,725.34,85.6,3.28
7969,688.43,86.85,3.42
7970,694.36,84.61,4.07
7971,719.53,85.69,2.65
7972,712.0,86.7,3.02
7973,700.55,86.06,3.77
7974,694.2,85.91,3.31
7975,710.42,84.46,3.27
7976,680.62,84.35,4.05
7977,704.13,85.28,3.41
7978,704.64,85.11,2.97
7979,722.82,84.77,3.34
7980,699.08,83.31,3.24
7981,704.78,85.8,3.53
7982,701.0,86.69,3.13
7983,699.85,85.39,2.75
7984,718.42,86.05,3.68
7985,708.96,86.0,3.37
7986,687.65,85.03,3.42
7987,720.41,85.41,2.61
7988,712.06,86.45,3.47
7989,697.33,85.3,3.76
7990,708.43,85.51,3.01
7991,703.18,84.56,2.8
7992,684.14,84.33,4.45
7993,698.06,84.43,3.65
7994,688.58,85.49,3.12
7995,712.92,84.48,3.41
7996,703.31,85.86,3.44
7997,708.02,85.3,3.65
7998,691.65,84.09,3.49
7999,666.77,85.6,3.95
8000,686.7,85.86,4.14
8001,695.48,86.03,2.63
8002,718.56,85.63,3.44
8003,690.01,85.15,3.04
8004,685.82,84.5,4.1
8005,695.7,86.21,3.52
8006,690.72,85.39,3.18
8007,741.21,86.57,3.38
8008,706.51,85.43,3.91
8009,680.9,85.7,3.93
8010,683.48,84.55,3.72
8011,698.08,86.45,2.76
8012,662.86,86.2,3.43
8013,715.75,86.88,3.49
8014,724.62,85.19,3.96
8015,691.47,86.15,3.89
8016,718.42,85.49,3.81
8017,715.77,87.21,4.01
8018,702.38,84.18,3.84
8019,699.62,85.18,3.5
8020,676.05,86.33,3.43
8021,691.63,86.27,3.45
8022,701.7,86.94,3.12
8023,696.12,85.88,3.33
8024,701.49,84.96,3.36
8025,721.36,85.09,2.72
8026,693.54,85.16,3.56
8027,707.2,87.62,3.02
8028,690.25,87.65,3.09
8029,700.07,85.79,3.04
8030,671.33,84.94,3.12
8031,702.75,86.69,3.43
8032,696.9,85.6,2.77
8033,687.58,86.03,3.73
8034,688.91,86.03,3.14
8035,687.06,86.49,3.7
8036,677.07,85.61,3.71
8037,695.42,86.02,2.17
8038,703.8,86.17,4.16
8039,713.65,84.98,3.79
8040,679.47,86.32,3.55
8041,705.06,85.12,3.74
8042,700.12,86.86,3.71
8043,726.85,85.89,3.03
8044,707.62,85.87,3.01
8045,705.39,85.52,3.81
8046,717.88,86.57,3.63
8047,715.63,85.34,4.03
8048,689.36,84.35,3.52
8049,693.43,86.04,3.29
8050,681.17,84.97,3.37
8051,731.19,85.22,2.52
8052,705.29,83.92,2.54
8053,669.03,85.48,2.81
8054,695.48,84.01,3.46
8055,726.03,85.34,2.29
8056,728.36,86.52,3.87
8057,710.81,87.37,4.03
8058,668.32,84.46,3.29
8059,685.61,83.64,3.42
8060,697.57,85.75,3.91
8061,704.74,85.85,3.74
8062,682.59,86.03,3.27
8063,724.78,86.41,3.5
8064,686.57,84.34,4.1
8065,690.31,84.27,2.84
8066,691.93,87.35,3.6
8067,702.08,84.14,3.39
8068,691.76,86.03,3.08
8069,697.68,87.41,3.72
8070,702.85,83.9,3.75
8071,682.86,85.77,4.68
8072,700.03,87.4,3.82
8073,711.48,86.73,4.06
8074,688.21,85.35,3.84
8075,670.22,86.98,4.0
8076,692.83,85.66,3.72
8077,692.59,85.26,3.45
8078,709.83,87.48,2.71
8079,683.6,84.74,3.69
8080,694.7,86.48,3.95
8081,718.65,83.12,3.18
8082,704.6,86.31,3.79
8083,696.11,84.84,3.8
8084,709.35,87.17,3.08
8085,701.33,84.07,3.34
8086,698.71,85.87,4.39
8087,698.52,85.38,4.17
8088,699.7,87.14,4.14
8089,698.42,85.34,3.43
8090,699.2,86.0,3.32
8091,700.85,87.12,3.59
8092,680.21,85.59,3.29
8093,709.45,85.59,3.22
8094,697.18,85.54,3.28
8095,685.17,86.64,3.34
8096,709.36,85.26,3.48
8097,723.96,86.22,3.51
8098,679.93,85.05,4.0
8099,711.76,85.56,3.27
8100,671.5,86.13,3.72
8101,696.88,84.71,3.29
8102,715.05,85.16,3.32
8103,684.38,85.03,3.4
8104,706.81,84.58,3.06
8105,700.38,85.59,2.77
8106,713.4,85.64,3.08
8107,716.58,85.65,2.61
8108,688.73,85.09,3.8
8109,719.84,83.29,3.49
8110,716.72,86.39,4.51
8111,689.67,86.09,3.41
8112,694.12,84.71,3.22
8113,711.09,84.82,3.17
8114,729.83,85.87,3.32
8115,695.29,85.53,3.28
8116,707.29,84.37,4.15
8117,699.53,86.92,3.92
8118,685.58,85.57,2.52
8119,715.32,86.91,3.64
8120,710.67,84.48,3.55
8121,704.2,85.59,4.32
8122,712.43,85.21,3.51
8123,732.94,87.17,3.56
8124,679.18,83.7,2.89
8125,681.05,85.07,3.76
8126,719.47,84.88,3.31
8127,710.15,83.89,3.05
8128,696.16,88.83,3.02
8129,709.11,86.67,3.67
8130,693.66,85.38,2.8
8131,718.47,84.33,2.94
8132,680.78,86.32,2.4
8133,693.9,85.25,4.04
8134,707.53,86.49,3.07
8135,698.98,85.68,2.86
8136,686.55,87.06,3.77
8137,719.19,84.87,2.87
8138,703.32,85.23,3.84
8139,710.39,85.0,4.3
8140,713.5,87.24,3.43
8141,702.52,86.17,2.94
8142,690.6,83.82,3.78
8143,709.91,84.97,3.81
8144,694.68,85.25,3.49
8145,727.6,85.53,3.33
8146,678.52,85.94,3.56
8147,704.67,84.61,3.27
8148,716.21,86.27,2.46
8149,688.66,86.55,3.8
8150,719.06,84.34,2.52
8151,720.15,85.67,3.96
8152,697.1,85.6,3.59
8153,704.66,82.98,3.08
8154,708.85,85.3,2.92
8155,667.63,85.13,2.68
8156,719.5,85.69,3.42
8157,676.8,84.48,3.71
8158,717.57,86.23,2.96
8159,703.5,83.84,2.98
8160,704.02,86.12,4.11
8161,706.36,86.35,4.33
8162,702.85,86.62,3.36
8163,673.34,86.03,3.95
8164,717.16,85.53,3.25
8165,714.38,85.29,3.56
8166,707.27,84.58,4.19
8167,724.68,86.65,4.32
8168,663.27,85.29,3.72
8169,678.79,85.4,3.19
8170,699.57,85.9,4.12
8171,708.59,83.7,3.12
8172,688.86,84.48,3.06
8173,696.45,83.88,3.26
8174,710.78,85.25,2.61
8175,705.32,85.77,4.89
8176,703.98,85.17,3.22
8177,681.68,84.58,3.61
8178,716.47,85.65,2.51
8179,672.5,85.23,2.56
8180,698.28,86.55,3.76
8181,690.83,85.09,1.63
8182,709.59,85.6,3.39
8183,701.98,84.98,3.19
8184,717.83,86.4,3.48
8185,714.32,86.48,2.7
8186,686.22,85.15,2.76
8187,698.79,86.4,3.52
8188,700.26,84.28,3.9
8189,728.73,85.48,3.1
8190,707.5,86.2,3.55
8191,677.26,83.05,3.43
8192,689.0,84.79,3.94
8193,700.55,84.83,3.64
8194,715.77,86.31,4.2
8195,710.45,88.25,3.33
8196,696.08,85.41,2.82
8197,696.47,85.1,3.5
8198,700.88,84.0,3.86
8199,696.01,85.7,3.63
8200,708.52,85.82,4.45
8201,710.32,86.09,3.8
8202,686.33,85.39,3.28
8203,671.57,86.04,3.28
8204,702.61,86.11,3.14
8205,695.9,86.83,3.61
8206,684.96,84.53,4.09
8207,688.32,85.03,4.08
8208,696.16,84.67,4.34
8209,718.61,85.2,3.77
8210,698.86,86.08,4.05
8211,720.4,85.9,3.75
8212,680.63,86.03,3.86
8213,688.75,86.71,4.46
8214,706.61,83.9,3.93
8215,691.72,87.67,3.7
8216,685.43,86.65,3.85
8217,685.02,84.27,3.73
8218,699.93,85.64,3.93
8219,728.94,84.37,4.14
8220,723.43,86.22,3.37
8221,701.68,84.93,3.02
8222,678.14,85.48,4.31
8223,708.27,85.35,3.26
8224,677.45,87.38,3.41
8225,729.35,86.22,3.16
8226,691.91,86.5,2.24
8227,714.81,86.0,3.89
8228,703.56,86.24,3.07
8229,706.58,84.8,3.39
8230,704.08,86.15,4.06
8231,704.87,85.8,4.23
8232,725.63,85.23,3.72
8233,674.07,85.26,3.22
8234,670.85,86.07,3.16
8235,683.05,83.61,2.47
8236,683.91,85.96,2.95
8237,704.28,85.27,3.28
8238,698.09,87.05,3.59
8239,701.32,84.99,3.23
8240,690.35,85.58,3.87
8241,705.44,86.17,3.89
8242,702.4,85.77,3.72
8243,724.53,85.2,3.69
8244,692.66,85.57,3.29
8245,700.13,85.52,4.15
8246,680.24,84.85,3.35
8247,684.1,83.45,2.93
8248,709.04,85.37,3.71
8249,724.7,83.31,4.04
8250,702.93,84.33,3.25
8251,711.81,86.47,3.0
8252,681.88,85.17,3.44
8253,697.76,84.86,3.41
8254,688.13,85.46,4.15
8255,697.62,84.11,3.4
8256,683.99,84.93,3.41
8257,697.07,87.19,2.86
8258,713.56,85.45,4.04
8259,685.76,85.47,3.97
8260,713.66,83.92,3.83
8261,724.61,85.59,3.31
8262,697.34,86.95,3.83
8263,712.65,86.57,4.22
8264,685.12,82.7,3.7
8265,704.83,84.44,4.12
8266,699.69,87.01,3.59
8267,691.98,87.85,4.1
8268,683.87,85.98,4.11
8269,696.47,85.72,4.1
8270,705.53,84.81,2.91
8271,694.32,86.05,4.12
8272,682.78,84.71,3.22
8273,667.92,87.19,3.76
8274,721.88,84.65,4.33
8275,702.87,86.18,4.16
8276,696.87,86.35,3.84
8277,671.38,85.2,2.91
8278,723.01,85.91,2.95
8279,706.07,86.3,3.76
8280,699.68,84.18,3.94
8281,704.35,85.75,3.84
8282,699.57,85.59,4.26
8283,681.42,87.95,3.14
8284,708.22,86.54,3.77
8285,688.85,84.6,4.02
8286,713.7,84.16,3.44
8287,717.23,85.54,2.9
8288,698.66,86.67,3.09
8289,721.19,84.95,3.44
8290,703.68,85.65,3.65
8291,708.09,85.77,3.82
8292,716.7,85.5,4.07
8293,681.59,85.17,3.72
8294,685.6,85.14,3.65
8295,661.23,85.49,3.46
8296,704.67,86.07,3.22
8297,699.94,85.34,3.96
8298,720.25,86.07,3.19
8299,680.91,86.4,3.4
8300,700.07,85.36,2.57
8301,698.62,86.83,3.35
8302,679.76,85.89,3.92
8303,677.98,84.36,4.46
8304,696.68,83.63,3.64
8305,717.14,85.93,3.64
8306,699.93,83.79,3.61
8307,706.66,87.47,2.24
8308,702.89,85.88,3.67
8309,718.64,85.57,2.47
8310,690.47,86.65,3.28
8311,709.77,86.4,3.61
8312,714.85,84.18,3.87
8313,720.05,85.68,4.42
8314,704.12,85.46,3.53
8315,727.5,83.5,3.99
8316,687.25,86.12,3.4
8317,684.13,86.0,4.57
8318,699.63,85.35,3.07
8319,684.95,87.3,4.42
8320,698.12,84.93,3.32
8321,709.63,84.92,3.2
8322,694.62,85.18,3.38
8323,694.64,84.56,3.64
8324,672.64,85.99,3.19
8325,674.55,84.42,3.18
8326,687.05,88.18,3.05
8327,719.21,85.91,2.47
8328,688.72,85.41,3.9
8329,680.05,86.52,4.16
8330,714.97,87.48,3.78
8331,716.55,84.78,3.94
8332,717.39,84.53,3.13
8333,726.62,84.58,4.07
8334,727.19,85.19,3.72
8335,708.51,84.64,3.9
8336,703.18,84.5,2.71
8337,677.4,85.9,3.21
8338,695.55,84.13,4.09
8339,712.49,86.08,3.13
8340,707.16,86.41,3.27
8341,728.27,85.42,2.64
8342,699.94,85.48,2.76
8343,711.58,85.78,2.69
8344,711.56,84.47,3.58
8345,695.71,85.73,3.73
8346,708.0,86.57,3.92
8347,700.38,85.03,3.68
8348,681.95,85.36,2.76
8349,682.43,87.31,3.25
8350,685.54,85.85,2.79
8351,683.78,86.51,3.12
8352,694.56,85.87,3.12
8353,704.61,86.5,3.11
8354,714.49,85.03,2.34
8355,694.15,84.75,3.09
8356,714.87,85.61,4.29
8357,710.28,85.75,3.58
8358,697.3,85.4,3.37
8359,704.08,86.12,4.15
8360,682.65,84.95,3.87
8361,682.91,85.86,3.99
8362,672.08,87.77,4.23
8363,695.21,85.44,3.15
8364,715.87,84.23,4.06
8365,711.48,86.97,2.99
8366,693.42,86.84,3.21
8367,698.17,85.81,3.49
8368,722.5,87.78,3.17
8369,693.66,86.78,4.21
8370,702.36,87.23,4.02
8371,698.76,85.36,3.25
8372,675.86,87.22,3.37
8373,699.12,85.35,4.31
8374,704.65,86.27,2.91
8375,722.76,85.69,3.59
8376,678.07,84.34,3.62
8377,699.07,83.81,4.5
8378,713.53,84.0,4.65
8379,711.09,87.12,4.01
8380,690.57,86.73,3.53
8381,684.09,87.17,3.28
8382,683.38,86.68,3.26
8383,709.61,88.14,3.99
8384,698.14,85.11,3.26
8385,684.2,84.9,3.18
8386,736.2,85.87,3.35
8387,704.15,85.29,4.43
8388,723.28,84.2,2.82
8389,734.76,84.58,3.66
8390,741.16,85.59,3.64
8391,695.73,84.63,4.19
8392,684.82,86.07,4.1
8393,665.92,84.8,3.94
8394,712.89,85.22,3.97
8395,720.02,86.18,3.77
8396,684.39,86.53,2.85
8397,686.15,87.34,2.9
8398,701.96,86.69,3.89
8399,711.47,85.64,2.82
8400,710.88,84.74,3.72
8401,670.99,85.37,3.26
8402,734.1,86.66,3.89
8403,708.67,85.12,2.76
8404,739.16,86.01,3.2
8405,698.97,84.41,3.26
8406,698.39,85.13,3.73
8407,691.1,85.17,3.24
8408,687.97,86.55,3.31
8409,703.03,86.22,2.77
8410,694.68,85.1,2.74
8411,703.58,85.91,3.84
8412,712.9,84.32,3.44
8413,688.05,85.8,3.32
8414,693.71,86.41,3.11
8415,701.07,85.48,3.47
8416,711.74,84.71,4.11
8417,715.23,85.85,2.66
8418,693.77,86.53,3.39
8419,728.94,87.22,3.01
8420,694.16,85.07,3.58
8421,692.45,85.43,2.98
8422,672.63,84.91,3.45
8423,688.66,85.36,3.45
8424,678.7,86.68,3.44
8425,704.03,85.69,3.45
8426,689.13,87.11,4.15
8427,708.25,85.49,2.57
8428,685.45,86.3,2.77
8429,691.61,86.19,3.28
8430,709.15,84.98,3.47
8431,700.48,87.65,3.45
8432,662.33,86.21,3.47
8433,684.88,86.89,3.02
8434,732.8,86.05,3.31
8435,686.43,85.81,3.68
8436,697.27,86.53,3.99
8437,714.32,85.76,3.34
8438,676.94,86.33,3.01
8439,703.66,85.01,3.07
8440,700.52,85.01,3.52
8441,676.77,86.02,2.47
8442,704.77,86.69,3.3
8443,709.36,87.55,2.67
8444,671.11,87.14,4.28
8445,708.61,85.1,3.91
8446,686.89,84.37,3.47
8447,669.39,84.47,3.93
8448,683.41,85.21,3.59
8449,703.23,85.58,3.58
8450,687.56,85.75,2.51
8451,695.94,83.0,2.89
8452,691.31,84.91,3.51
8453,695.65,86.88,4.67
8454,688.49,87.19,3.51
8455,707.13,85.09,4.56
8456,687.76,85.85,3.83
8457,700.83,85.74,2.63
8458,684.37,85.39,2.64
8459,685.85,85.16,3.49
8460,692.98,85.05,4.0
8461,704.08,85.83,2.95
8462,699.88,85.23,2.89
8463,677.51,86.13,2.85
8464,713.23,85.48,3.4
8465,678.74,84.37,3.93
8466,683.67,83.96,3.47
8467,691.44,85.89,3.73
8468,727.26,84.21,3.7
8469,695.07,86.02,3.44
8470,686.28,85.34,3.79
8471,700.0,84.68,3.83
8472,692.56,85.62,2.73
8473,719.38,84.05,3.53
8474,712.99,85.78,3.76
8475,713.41,84.45,3.52
8476,724.73,85.9,3.53
8477,701.22,82.6,3.12
8478,666.14,85.73,2.89
8479,703.85,87.09,2.83
8480,713.13,85.87,2.91
8481,699.02,85.53,3.55
8482,676.83,85.33,2.88
8483,684.83,84.83,4.08
8484,670.9,85.93,1.92
8485,716.19,84.49,3.37
8486,692.23,83.55,3.43
8487,686.19,85.41,3.24
8488,707.29,84.11,3.27
8489,686.49,85.51,3.57
8490,715.5,86.03,3.58
8491,710.25,85.39,3.96
8492,727.58,86.09,3.71
8493,714.45,85.41,3.17
8494,733.24,86.39,2.68
8495,695.93,84.71,4.07
8496,703.65,85.27,3.38
8497,713.4,85.06,2.76
8498,718.4,86.56,3.39
8499,700.63,85.05,4.03
8500,703.58,86.01,3.66
8501,698.11,84.37,3.8
8502,699.5,84.31,3.58
8503,708.52,86.7,3.64
8504,719.7,85.27,2.41
8505,700.7,84.64,2.85
8506,688.78,85.06,3.25
8507,698.0,86.23,2.79
8508,697.37,85.26,3.01
8509,706.07,85.85,3.77
8510,680.99,84.69,3.3
8511,697.2,85.69,3.17
8512,699.52,85.48,3.08
8513,719.18,85.64,4.39
8514,698.23,85.53,3.41
8515,673.03,85.07,3.67
8516,668.26,85.4,3.51
8517,706.08,86.22,3.45
8518,693.03,87.3,4.51
8519,695.49,85.94,2.92
8520,702.17,85.07,2.86
8521,671.42,85.64,3.53
8522,690.44,85.28,3.97
8523,679.09,83.83,3.63
8524,731.75,84.98,3.76
8525,704.55,84.92,4.52
8526,712.29,86.71,3.2
8527,716.35,85.43,3.65
8528,682.17,82.59,2.93
8529,700.56,84.92,3.01
8530,701.88,86.33,3.81
8531,689.91,86.04,3.35
8532,724.63,85.36,3.69
8533,703.82,86.53,3.22
8534,686.28,83.07,4.4
8535,684.48,86.4,2.8
8536,710.87,85.03,3.58
8537,699.82,84.36,3.46
8538,696.32,85.44,3.68
8539,709.82,84.29,2.96
8540,688.12,86.28,3.6
8541,720.4,85.17,4.16
8542,702.29,85.97,3.38
8543,697.54,85.53,3.85
8544,703.96,86.34,3.57
8545,699.88,85.65,2.76
8546,722.6,84.91,4.21
8547,715.92,85.24,3.69
8548,701.88,86.55,2.79
8549,711.2,85.5,3.98
8550,672.45,83.91,3.06
8551,696.1,86.32,2.8
8552,716.77,85.75,3.83
8553,736.32,86.34,3.63
8554,713.02,84.86,3.92
8555,684.11,86.43,2.95
8556,700.98,84.54,2.99
8557,689.97,86.65,4.17
8558,713.58,84.03,3.53
8559,701.58,84.67,3.0
8560,687.35,86.44,4.43
8561,717.64,83.07,3.63
8562,668.0,85.65,3.62
8563,690.52,86.74,4.34
8564,702.13,86.74,3.62
8565,696.5,84.23,2.9
8566,700.41,86.74,3.05
8567,706.8,86.62,3.72
8568,698.3,86.97,3.58
8569,710.68,85.09,2.53
8570,689.29,86.47,3.8
8571,716.98,85.01,2.69
8572,691.0,85.49,3.39
8573,721.54,86.26,3.74
8574,697.44,82.53,3.45
8575,675.02,83.9,3.72
8576,723.01,85.67,3.47
8577,702.75,85.91,2.66
8578,691.6,85.62,3.47
8579,669.78,86.3,4.54
8580,715.48,85.33,3.21
8581,689.16,85.41,3.36
8582,670.36,85.62,3.5
8583,683.11,84.39,3.32
8584,707.99,84.22,4.13
8585,691.19,86.7,3.63
8586,696.46,86.9,3.27
8587,706.32,87.03,4.24
